,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
1,0.0014436094552502596,0.0008391819994997333,0.001926023851295835,0.000955133240383405,0.002355355313901818,0.004399072935841247,0.001808906174092381,0.00040120720838340336,0.000382147644978692,0.0003397837137022326,0.0009550085807595538,0.0018995838514132093,0.0018205548418156895,0.0035262991181191274,0.041648420851546616,0.04784972500239721,0.01121118324268192,0.001457018784052852,0.0448960506275785,0.03041740522852966,0.021666366199749116,0.004352996235586442,0.04854447987850241,0.0002898338700103693,0.01794347984562987
2,0.01298811793663448,0.04059564356969015,0.0245981262506623,0.02550872188921158,0.02825138861045046,0.011927842080373974,0.014664173020440855,0.003043766833541777,0.006158130641002753,0.01393832198794811,0.014903651702415604,0.023890247203178647,0.027737653853348743,0.03533428359009764,0.032154500311306074,0.03805815264825108,0.03803448946558531,0.05910861117730521,0.04393720954552915,0.04423249809845508,0.08802953947867666,0.1326066165610215,0.09072632883601359,0.09001620635246195,0.06460919371206732
3,0.24720171222785361,0.1961299575160484,0.18891686720675543,0.33432481687229415,0.29569416948671423,0.21100025423772,0.2193770381771488,0.1469903279604261,0.11898874589577899,0.06612067342525528,0.10076661505422753,0.12635371379785298,0.11822955111202635,0.1562243379816851,0.22405515609299717,0.1121997189684174,0.10262155233903232,0.040358647470107915,0.043571739072428194,0.04087076521805161,0.038936568851465785,0.03416444273051526,0.01117288053160432,0.02154460239830609,0.017913786665435666
4,0.1065530888176054,0.14098317641261462,0.12311568076869375,0.13574231787799643,0.08772334963994255,0.04475159240046553,0.08749333527169109,0.15095018882979483,0.03947191099049868,0.06729883757930609,0.04484856642488332,0.07129179364604543,0.07461366004735967,0.03813302759628962,0.04041135823120125,0.07161484018548647,0.03467864206709469,0.1818472361634841,0.02688774679348643,0.03074967083944516,0.018161726835308784,0.020233841499735637,0.046601227894581265,0.09929098807270055,0.07380307604071677
5,0.056787989837558644,0.1201287023823809,0.07023227692728765,0.08796009960799263,0.04017563270787224,0.15055961527076422,0.19990722859439292,0.16350480241146798,0.16271089799212,0.1580837734187803,0.20014404832539898,0.05881475668775943,0.10076236491447982,0.052216974048710924,0.045033328450429976,0.1437275459258808,0.12439129911476932,0.07762376768182463,0.12300520189010185,0.10726095596812181,0.07796129829842936,0.24791514950171525,0.061696979518839505,0.16424838976041217,0.15577671176507074
6,0.0024733157982503562,0.016251545510179287,0.008228110409292735,0.009245836824321976,0.005888619618775022,0.010834482434552675,0.012976153647918024,0.010857883186581685,0.015337607580042838,0.023048977121230094,0.020129217161830765,0.02938205295408419,0.01886235002750232,0.012572600369286887,0.01391225694748924,0.01564515475367418,0.011175124943939222,0.03095813890909602,0.028217672792524396,0.028841142479765724,0.017592496887752503,0.027951576764151647,0.008269031295186555,0.01176947524571993,0.010912690120939303
7,0.050712756728543376,0.08349670791948163,0.09524085641299423,0.04203251922646394,0.04784421834232505,0.03613372205519209,0.06614043906698992,0.04760043405546438,0.025676930110836237,0.03199903779452847,0.04547839201359474,0.11660820126475752,0.13907010561246194,0.10102720036007026,0.15544546965565814,0.11900668680719312,0.10685158427235672,0.18434241265121765,0.14939670210100606,0.1115889352516501,0.11749283904088782,0.0828485488668633,0.07365586704508281,0.08407927102523262,0.048726372854761196
8,0.025074312197310582,0.12215451791479781,0.18869950010588293,0.04889944711556801,0.11319995043579668,0.13540730911483562,0.06893447251691494,0.06903807015910378,0.05444868868507343,0.10261988701238747,0.0784618261202668,0.07421674882603246,0.07395052322542962,0.04029193710097495,0.08284485151981888,0.037972822153474216,0.017485811528721314,0.05092629526246889,0.022403405945948057,0.021023983043896688,0.020707691473346123,0.014250388334661338,0.013202826123856102,0.013823850482503154,0.009586814525992896
9,0.003940590734320476,0.0034935898877478935,0.005968634470512993,0.008695289994088503,0.012697202108767876,0.006874182830668158,0.00409174753513969,0.036622734709124034,0.02373673356379624,0.015783541764943832,0.01726629103442239,0.02873113509845133,0.010135446123226925,0.00524361833163044,0.008993415522328274,0.022734794368934347,0.0123053490527566,0.06486997126596893,0.01943198810229689,0.023960460603914477,0.018864191802484647,0.01391718502141,0.035020529438262206,0.03203590869780436,0.002520208814973887
10,0.0019863736920786978,0.001016807515878935,0.0005353063810616731,0.0008919166830869821,0.0008511448921595078,0.000614558139608966,0.0017690421254546553,0.00038066066768212075,0.0010334464311091407,0.0009175737778986654,0.0009683790602214596,0.0006141484996607138,0.01583531420263979,0.003741560788715587,0.008855385818148978,0.0748366122308538,0.22347410831623188,0.03450062494971655,0.26349881137897135,0.2976736473536433,0.4244771434893243,0.04733815343800116,0.43654819419023005,0.23929043460254848,0.4067700072695644
11,0.01776176643438805,0.02796718599023046,0.02932874195179657,0.04350015665762699,0.021342320237552757,0.07545702304277155,0.05416703392969973,0.07782494543032759,0.16840282762622857,0.1775733711906979,0.21990094387932763,0.17276715123953745,0.131130156909794,0.02322920054635581,0.03921939865522199,0.05476423880522538,0.03426097713547423,0.038381263920452276,0.0754250370884392,0.0888726951856795,0.010520003139327615,0.1505584345537051,0.04347319702800971,0.07420484938969214,0.07187513210306733
12,0.002560424317318694,0.0031500849419751685,0.003925397933313721,0.0015122284038135638,0.002999851207643357,0.0031642200839188364,0.003906671127971308,0.1047349764467519,0.13969524730846547,0.061264176000991176,0.07439466424942634,0.0992096250429172,0.0543569143631576,0.007035569879500305,0.06845980850820566,0.06074253326425186,0.12424975665297563,0.017700802216998893,0.002991195866249309,0.0026783664747105015,0.0007047378196022211,0.0009909655905670004,0.0008764317983987441,0.0004366299388969498,0.0010358871552883149
13,0.10447676023258302,0.10077662053140433,0.051554031964195404,0.10126181342280828,0.12284374720209551,0.13560840972011384,0.07745104656543261,0.07755363637568967,0.09204600815666698,0.08783426117272146,0.07727929745641551,0.07402299607909003,0.09628318209247089,0.06605317263370927,0.05950272034142335,0.07962175717676533,0.04717043951882122,0.09234189256039055,0.04216073663760843,0.058166595634266544,0.06721591555565853,0.09184326903644133,0.027278825545597775,0.04373533365810513,0.045217439349999076
14,0.19910224462698276,0.12561011652688722,0.18042992962230192,0.14397700598749977,0.20581480013165931,0.1629517370701031,0.18015380613045928,0.10562687418038147,0.11475840454910234,0.1698126578931847,0.0799561055266139,0.10964698369304339,0.12411544133483628,0.15381821526543182,0.12676215095529755,0.09270776070551524,0.09625132545039755,0.08769838607447863,0.08572057678566035,0.08100777458665627,0.06599723279992223,0.05478339601465901,0.07032552640105766,0.08289690664740156,0.05690937383403387
15,0.1518509446510247,0.01010119626046838,0.02116595534607768,0.011918822353562484,0.009278437090167312,0.008038903665698432,0.0047238993331973934,0.002100470436266071,0.0343692941867091,0.020353524922843903,0.021473615945418186,0.009891218037972617,0.010545585138930214,0.2987891109605484,0.05048787689781818,0.02620975866259849,0.013174173731334098,0.033263344818912764,0.025337671874939034,0.02951904358221339,0.004572006192429241,0.058498850713173546,0.024820507678620235,0.03380357213095669,0.008343667985191804
